msoa,estimated capacity
E02003086,918.30
E02003087,1066.72
E02003088,1031.02
E02003089,1481.91
E02003090,1100.45
E02003091,2005.68
E02003092,1020.38
E02003093,3035.00
E02003094,21063.83
E02003095,2592.77
E02003096,972.30
E02003097,1077.94
E02003098,1373.32
E02003099,809.12
E02003100,4393.06
E02003101,2057.73
E02003102,618.04
E02003103,288.81
E02003104,600.79
E02003105,650.62
E02003106,20093.28
E02003107,9711.33
E02003108,3429.07
E02003109,148.84
E02003110,2934.77
E02003111,726.22
E02003112,213.88
E02003113,2872.93
E02003114,449.17
E02003115,889.69
E02003116,515.98
E02003117,885.85
E02003118,957.96
E02003119,399.99
E02003120,1345.63
E02003121,2332.04
E02003122,1064.00
E02003123,2639.49
E02003124,564.84
E02003125,1611.57
E02003126,8771.72
E02003127,277.15
E02003128,1557.50
E02003129,1541.16
E02003130,147.51
E02003131,1222.26
E02003132,416.88
E02003133,20.00
E02003134,1723.03
E02003135,4021.08
E02003136,446.59
E02003137,765.11
E02003138,428.42
E02003139,4.20
E02003140,1501.23
E02003141,260.49
E02003142,1101.45
E02003143,356.74
E02003144,566.04
E02003145,392.46
E02003146,295.62
E02003147,2395.97
E02003148,2944.68
E02003149,2339.06
E02003150,3078.42
E02003151,235.85
E02003152,1197.20
E02003153,793.65
E02003154,3.58
E02003155,585.13
E02003156,3943.48
E02003157,738.06
E02003158,350.95
E02003159,8.27
E02003161,1772.41
E02003163,652.60
E02003164,374.42
E02003165,0.00
E02003166,3423.78
E02003167,2306.64
E02003168,4108.55
E02003169,1989.31
E02003170,932.26
E02003171,186.06
E02003172,924.26
E02003173,979.04
E02003174,0.00
E02003175,239.96
E02003176,122.09
E02003177,155.62
E02003178,323.24
E02003179,2880.12
E02003180,600.14
E02003181,113.46
E02003182,4272.75
E02003183,5.03
E02003184,0.00
E02003185,201.44
E02003186,291.65
E02003187,99.71
E02003188,2504.37
E02003189,119.33
E02003190,947.84
E02003191,1933.45
E02003192,2579.57
E02003194,398.77
E02003195,708.61
E02003196,552.58
E02003197,1349.51
E02003198,677.28
E02003199,2977.17
E02003200,599.00
E02003201,1719.74
E02003202,1885.94
E02003203,1233.86
E02003204,888.54
E02003205,1726.17
E02003206,267.55
E02003207,448.33
E02003208,6912.93
E02003209,1846.42
E02003210,709.45
E02003211,2864.51
E02003212,1006.69
E02003214,123.43
E02003215,711.06
E02003216,610.05
E02003217,290.18
E02003218,95.99
E02003219,17750.21
E02003220,7972.43
E02003221,3382.02
E02003222,404.48
E02003223,6859.11
E02003224,636.13
E02003225,2710.48
E02003226,2958.34
E02003227,117.51
E02003228,1793.88
E02003229,224.61
E02003230,2595.52
E02003231,259.20
E02003232,270.09
E02003233,3837.06
E02003234,755.68
E02003235,2348.73
E02003236,2254.49
E02003237,152.04
E02003238,403.24
E02003239,2276.67
E02003240,2073.48
E02003241,1312.74
E02003242,840.79
E02003243,856.72
E02003244,108.85
E02003245,579.45
E02003246,3369.63
E02003247,1640.34
E02003248,600.55
E02003249,3482.73
E02003250,8249.18
E02003251,4880.42
E02003252,2369.31
E02003253,1131.03
E02003254,5219.55
E02003255,1438.62
E02003257,1163.18
E02003258,705.67
E02003259,130.41
E02003260,51.20
E02003261,54.29
E02003262,588.40
E02003263,276.13
E02003264,105.85
E02003265,1405.80
E02003266,249.37
E02003267,0.00
E02003268,877.56
E02003269,425.52
E02003270,416.60
E02003271,13802.63
E02003272,301.11
E02003273,1547.60
E02003274,751.75
E02003275,3207.21
E02003276,21.37
E02003277,238.83
E02003278,5896.64
E02003279,530.10
E02003280,3244.89
E02003281,305.16
E02003282,2205.32
E02003283,219.99
E02003284,1618.59
E02003285,0.00
E02003286,870.21
E02003287,269.59
E02003288,3465.63
E02003289,438.44
E02003290,272.70
E02003291,1149.52
E02003292,2197.68
E02003293,3726.47
E02003294,1529.01
E02003295,832.52
E02003296,1646.36
E02003297,766.24
E02003298,92.22
E02003299,607.56
E02003300,478.48
E02003301,1419.81
E02003302,513.16
E02003303,946.69
E02003304,262.63
E02003305,564.81
E02003307,804.66
E02003308,425.93
E02003309,515.17
E02003310,16418.19
E02003311,708.38
E02003312,1454.10
E02003313,3173.15
E02003314,1172.76
E02003315,207.90
E02003316,428.51
E02003317,443.21
E02003318,17.32
E02003319,502.96
E02003320,6413.35
E02003321,77.46
E02003322,402.95
E02003323,759.14
E02003324,3531.30
E02003325,630.62
E02003326,296.13
E02003327,651.10
E02003328,4061.41
E02003329,1394.96
E02003330,79.54
E02003331,230.82
E02003332,120.81
E02003333,324.02
E02003334,40.33
E02003335,6.70
E02003336,456.20
E02003337,229.92
E02003338,782.49
E02003339,1317.72
E02003340,286.51
E02003341,127.57
E02003342,112.59
E02003343,3268.39
E02003344,1497.61
E02003345,898.49
E02003346,1429.90
E02003347,567.42
E02003348,1880.01
E02003349,139.89
E02003350,212.12
E02003351,207.49
E02003352,586.48
E02003353,4449.25
E02003354,1154.67
E02003355,3068.61
E02003356,427.34
E02003357,1393.29
E02003358,6048.81
E02003359,175.71
E02003360,3908.33
E02003361,2790.52
E02003362,64.00
E02003363,900.81
E02003364,2048.95
E02003365,466.60
E02003366,3218.55
E02003367,1640.26
E02003368,2194.54
E02003369,2191.77
E02003370,249.56
E02003371,80.98
E02003372,1766.68
E02003373,1052.70
E02003374,393.92
E02003375,2542.68
E02003376,909.86
E02003377,8789.55
E02003378,2580.91
E02003379,990.33
E02003380,1017.40
E02003381,1095.21
E02003382,1034.46
E02003383,721.97
E02003384,296.25
E02003385,7626.88
E02003386,762.73
E02003387,539.42
E02003388,1656.86
E02003389,602.25
E02003390,181.03
E02003391,455.61
E02003392,1165.97
E02003393,445.53
E02003394,1157.42
E02003395,1871.88
E02003396,1348.36
E02003397,355.18
E02003398,1081.24
E02003399,4377.09
E02003400,606.12
E02003401,820.40
E02003402,2114.05
E02003403,833.84
E02003404,1351.06
E02003405,7837.16
E02003406,2474.86
E02003407,742.50
E02003408,3273.91
E02003409,1984.53
E02003410,683.76
E02003411,1235.45
E02003412,751.62
E02003413,2359.27
E02003414,1993.38
E02003415,1731.82
E02003416,421.50
E02003417,1700.32
E02003418,349.20
E02003419,691.89
E02003420,201.27
E02003421,393.41
E02003422,2690.15
E02003423,107.66
E02003424,2783.56
E02003425,3392.23
E02003426,609.58
E02003427,1272.60
E02003428,473.17
E02003429,7263.14
E02003430,3131.72
E02003431,1534.21
E02003432,5803.37
E02003433,610.61
E02003434,550.62
E02003435,3298.82
E02003436,1375.16
E02003437,3820.97
E02003438,1534.26
E02003439,1435.64
E02003440,796.23
E02003441,2968.76
E02003442,415.17
E02003443,1240.13
E02003444,4140.62
E02003445,638.65
E02003446,3099.33
E02003447,4564.24
E02003448,2073.06
E02003449,421.12
E02003450,1405.83
E02003451,2538.71
E02003452,386.45
E02003453,142.50
E02003454,2342.94
E02003455,2917.10
E02003456,2278.31
E02003457,491.80
E02003458,714.57
E02003459,1193.69
E02003460,3539.17
E02003461,396.98
E02003462,1098.18
E02003463,455.71
E02003464,86.81
E02003465,1268.97
E02003466,951.20
E02003467,2440.09
E02003468,2130.79
E02003469,46.36
E02003470,340.33
E02003471,1814.34
E02003472,26305.29
E02003473,313.34
E02003474,825.52
E02003475,8942.01
E02003476,2523.12
E02003477,2098.65
E02003478,3541.74
E02003479,2640.40
E02003480,3768.90
E02003481,5735.17
E02003482,4756.23
E02003483,2052.06
E02003484,668.47
E02003485,285.17
E02003486,683.75
E02003487,248.04
E02003488,2026.01
E02003489,1516.99
E02003490,475.12
E02003491,1207.11
E02003492,3851.06
E02003493,917.29
E02003494,117.88
E02003495,252.16
E02003496,285.74
E02003497,485.08
E02003498,833.67
E02003499,538.37
E02003500,18.82
E02003501,168.46
E02003502,609.28
E02003503,1300.61
E02003504,182.19
E02003505,315.25
E02003506,1349.03
E02003507,266.52
E02003508,1.87
E02003509,565.08
E02003510,406.72
E02003511,1866.75
E02003512,22.30
E02003513,0.00
E02003514,10.92
E02003515,1617.51
E02003516,70.94
E02003517,1639.53
E02003518,204.19
E02003519,728.34
E02003520,311.95
E02003521,363.55
E02003522,5376.95
E02003523,670.66
E02003524,210.11
E02003525,4221.76
E02003526,402.87
E02003527,6311.56
E02003529,227.39
E02003530,507.66
E02003531,5199.54
E02003532,643.08
E02003533,2363.11
E02003534,197.08
E02003535,24.41
E02003536,4691.89
E02003537,280.54
E02003538,30.34
E02003539,6254.62
E02003540,984.49
E02003541,356.07
E02003542,123.05
E02003543,19.86
E02003544,0.00
E02003545,1008.14
E02003546,877.34
E02003547,2738.23
E02003548,432.34
E02003549,531.11
E02003550,1223.72
E02003551,1643.02
E02003552,1791.37
E02003553,1380.28
E02003554,952.45
E02003555,2536.17
E02003556,1163.91
E02003557,1005.55
E02003558,3040.05
E02003559,1336.92
E02003560,12743.60
E02003561,624.77
E02003562,1028.28
E02003563,1912.73
E02003564,1280.00
E02003565,833.73
E02003566,768.10
E02003567,3020.26
E02003568,467.24
E02003569,13201.23
E02003570,2215.64
E02003571,11926.34
E02003572,846.79
E02003573,1356.17
E02003574,417.06
E02003575,1091.64
E02003576,944.95
E02003577,5644.34
E02003578,309.38
E02003579,1029.59
E02003580,1282.84
E02003581,1494.32
E02003582,2700.24
E02003583,3038.26
E02003584,1551.97
E02003585,1786.28
E02003586,1268.35
E02003587,1834.20
E02003588,9564.25
E02003589,4548.71
E02003590,3592.20
E02003591,4227.35
E02003592,4780.24
E02003593,2025.27
E02003594,3238.69
E02003595,3164.07
E02003596,2308.16
E02003597,1884.66
E02003598,2325.80
E02003599,0.00
E02003600,739.24
E02003601,535.58
E02003602,1550.32
E02003603,1980.94
E02003604,2599.90
E02003605,5310.84
E02003606,963.84
E02003607,1975.68
E02003608,1897.14
E02003609,1213.45
E02003610,3411.45
E02003611,1191.44
E02003612,1000.27
E02003613,82.27
E02003614,1049.49
E02003615,6770.06
E02003616,2049.55
E02003617,1109.78
E02003618,686.82
E02003619,2683.16
E02003620,413.57
E02003621,590.52
E02003622,314.09
E02003623,634.53
E02003624,513.36
E02003625,1423.32
E02003626,3075.86
E02003627,1960.00
E02003628,889.28
E02003629,1806.62
E02003630,2737.85
E02003631,298.65
E02003632,65.86
E02003633,3549.35
E02003634,1878.23
E02003635,1008.60
E02003636,175.31
E02003637,3196.61
E02003638,70.75
E02003639,2986.52
E02003640,1477.65
E02003641,143.68
E02003642,581.83
E02003643,742.30
E02003644,1168.26
E02003645,2442.38
E02003646,257.94
E02003647,2275.25
E02003648,50.00
E02003649,0.00
E02003650,2511.90
E02003651,4011.01
E02003652,13654.59
E02003653,469.63
E02003654,346.41
E02003655,10637.01
E02003656,357.40
E02003657,1060.71
E02003658,646.19
E02003659,4160.08
E02003660,1269.95
E02003661,478.41
E02003662,576.38
E02003663,3584.85
E02003664,970.75
E02003665,1299.26
E02003666,5353.75
E02003667,3697.31
E02003668,741.22
E02003669,99.51
E02003670,1546.37
E02003671,172.46
E02003672,2614.33
E02003673,1329.48
E02003674,258.13
E02003675,3908.05
E02003676,861.34
E02003677,7.38
E02003678,66.47
E02003679,1562.18
E02003680,1385.73
E02003681,2254.96
E02003682,1079.68
E02003683,1918.81
E02003685,1015.74
E02003686,1583.73
E02003687,559.68
E02003688,1940.97
E02003689,1429.07
E02003690,3006.39
E02003691,1376.42
E02003692,3130.67
E02003693,3205.54
E02003694,397.87
E02003695,3638.74
E02003696,2034.91
E02003697,875.76
E02003698,804.54
E02003699,864.10
E02003701,1184.07
E02003702,1752.44
E02003703,205.40
E02003704,330.59
E02003705,415.23
E02003706,163.18
E02003707,928.66
E02003708,191.35
E02003709,108.57
E02003710,4178.86
E02003711,1695.33
E02003712,3744.55
E02003713,150.24
E02003714,1035.52
E02003715,1211.84
E02003716,287.67
E02003717,1628.55
E02003718,2028.34
E02003719,1238.31
E02003720,652.42
E02003721,2731.64
E02003722,665.46
E02003723,3542.45
E02003724,3472.95
E02003725,6623.05
E02003726,1600.00
E02003727,908.84
E02003728,746.43
E02003729,1889.01
E02003730,3844.04
E02003731,6028.19
E02003732,722.64
E02003733,592.89
E02003734,2080.60
E02003735,4580.29
E02003736,561.44
E02003737,1430.13
E02003738,1719.96
E02003739,287.47
E02003740,1810.20
E02003742,445.95
E02003743,1637.00
E02003744,7739.27
E02003745,586.60
E02003746,2196.63
E02003747,1798.92
E02003748,225.40
E02003749,175.73
E02003750,793.68
E02003751,573.58
E02003752,1830.22
E02003753,1564.74
E02003754,2085.43
E02003755,1852.27
E02003756,1096.75
E02003757,436.46
E02003758,4038.46
E02003759,2432.31
E02003760,3016.88
E02003761,742.18
E02003762,8693.40
E02003763,2048.76
E02003764,5721.47
E02003765,2071.45
E02003766,1759.97
E02003767,3619.00
E02003768,1792.64
E02003769,2043.22
E02003770,1638.19
E02003771,2290.75
E02003772,1085.36
E02003773,2111.92
E02003774,1469.76
E02003775,570.39
E02003776,672.34
E02003777,2467.71
E02003778,3916.11
E02003779,3161.86
E02003780,3820.16
E02003781,13067.96
E02003783,3020.25
E02003784,1566.18
E02003785,2987.34
E02003786,1790.44
E02003787,2614.67
E02003788,1727.15
E02003789,1221.60
E02003790,1360.20
E02003791,7362.89
E02003792,2963.43
E02003793,708.04
E02003794,4343.37
E02003795,10048.39
E02003796,496.14
E02003797,4067.35
E02003798,340.42
E02003799,309.35
E02003800,262.50
E02003801,247.44
E02003802,2334.07
E02003803,12458.76
E02003804,531.30
E02003805,1284.70
E02003806,2119.54
E02003807,1214.74
E02003808,61.00
E02003809,11650.13
E02003810,1757.40
E02003811,1437.21
E02003812,1141.60
E02003813,1041.87
E02003814,2350.13
E02003815,387.89
E02003816,2006.91
E02003817,743.34
E02003818,319.71
E02003819,704.72
E02003820,1424.74
E02003821,1042.78
E02003822,2085.26
E02003823,1304.16
E02003824,795.81
E02003825,8.00
E02003826,31.09
E02003827,669.71
E02003828,5723.45
E02003829,2002.99
E02003830,1168.21
E02003831,1203.43
E02003832,757.72
E02003833,228.16
E02003834,818.69
E02003835,248.98
E02003836,1151.98
E02003837,3455.83
E02003838,186.79
E02003839,1496.79
E02003840,1346.87
E02003841,2294.50
E02003842,3143.28
E02003843,737.20
E02003844,310.23
E02003845,16598.07
E02003846,413.22
E02003847,499.86
E02003848,801.65
E02003849,11622.91
E02003850,0.00
E02003851,3146.13
E02003852,125.55
E02003853,1433.78
E02003854,472.56
E02003855,721.74
E02003856,5733.70
E02003857,493.46
E02003858,2779.55
E02003859,10796.88
E02003860,85.33
E02003861,384.19
E02003862,4398.15
E02003863,2349.30
E02003864,3875.89
E02003865,1273.83
E02003866,1534.16
E02003867,1995.66
E02003868,3472.19
E02003869,2338.16
E02003870,4150.68
E02003871,943.54
E02003872,3139.78
E02003873,1455.10
E02003874,1689.39
E02003875,2881.56
E02003876,389.93
E02003877,1875.14
E02003878,3356.87
E02003879,7015.14
E02003880,443.66
E02003881,710.57
E02003882,139.19
E02003883,1557.56
E02003884,2156.43
E02003885,540.00
E02003886,5594.11
E02003887,1107.29
E02003888,5123.07
E02003889,620.17
E02003890,1299.32
E02003891,7545.65
E02003892,807.28
E02003893,1358.82
E02003894,718.76
E02003895,1042.98
E02003896,1347.26
E02003897,1709.58
E02003898,1310.16
E02003899,343.85
E02003900,1216.67
E02003901,1011.22
E02003902,292.93
E02003903,2669.58
E02003904,2038.49
E02003905,1758.22
E02003906,2306.05
E02003907,1254.28
E02003908,1073.66
E02003909,4517.64
E02003910,2687.02
E02003911,1073.74
E02003912,2794.13
E02003913,146.19
E02003914,1294.43
E02003915,708.73
E02003916,1903.37
E02003917,1342.24
E02003918,842.99
E02003919,3196.39
E02003920,592.66
E02003921,124.83
E02003922,5888.58
E02003923,1791.04
E02003924,1296.80
E02003925,126.04
E02003926,389.37
E02003927,2734.97
E02003928,4320.72
E02003929,2015.95
E02003930,4649.99
E02003931,3164.22
E02003932,2440.65
E02003933,1949.49
E02003934,919.46
E02003935,1646.77
E02003936,2139.55
E02003937,2967.60
E02003938,4683.96
E02003939,729.47
E02003940,1567.80
E02003941,3957.85
E02003942,948.16
E02003943,1823.90
E02003944,1934.52
E02003945,495.21
E02003946,6612.37
E02003947,2935.82
E02003948,815.47
E02003949,1012.33
E02003950,4227.67
E02003951,914.33
E02003952,4255.60
E02003953,4063.55
E02003954,3860.40
E02003955,1376.03
E02003956,575.13
E02003957,2054.04
E02003958,200.75
E02003959,2955.44
E02003960,1956.80
E02003961,2066.72
E02003962,1087.45
E02003963,2404.26
E02003964,4475.15
E02003965,2009.29
E02003966,2518.18
E02003967,1553.69
E02003968,1250.79
E02003969,134.06
E02003970,2323.30
E02003971,2882.69
E02003972,4474.95
E02003973,2562.18
E02003974,395.67
E02003975,1664.74
E02003976,5948.76
E02003977,1531.75
E02003978,307.74
E02003979,1458.68
E02003980,6248.87
E02003981,187.94
E02003982,581.38
E02003983,219.79
E02003984,2040.28
E02003985,600.69
E02003986,2904.14
E02003987,1229.26
E02003988,1627.13
E02003989,2163.55
E02003990,5464.24
E02003991,435.93
E02003992,4917.49
E02003993,2149.11
E02003994,2186.95
E02003995,347.06
E02003996,2815.10
E02003997,723.86
E02003998,196.56
E02003999,4880.38
E02004000,518.44
E02004001,2608.66
E02004002,905.22
E02004003,2034.28
E02004004,744.97
E02004005,2044.66
E02004006,10738.92
E02004007,2362.59
E02004008,1222.83
E02004009,2377.03
E02004010,5850.48
E02004011,2082.66
E02004012,5674.62
E02004013,3710.92
E02004014,2836.65
E02004015,7022.68
E02004016,3317.65
E02004017,3603.01
E02004018,1516.04
E02004019,1082.37
E02004020,3278.50
E02004021,3538.61
E02004022,2042.57
E02004023,1990.28
E02004024,1896.60
E02004025,1861.89
E02004026,3106.14
E02004027,1389.35
E02004028,1100.74
E02004029,1176.66
E02004030,1069.24
E02004031,1046.94
E02004032,1874.32
E02004033,2514.55
E02004034,1549.46
E02004035,1041.14
E02004036,1456.44
E02004037,276.50
E02004038,2434.30
E02004039,443.48
E02004040,1060.98
E02004041,899.49
E02004043,1445.23
E02004044,1995.29
E02004045,2388.68
E02004046,309.16
E02004047,316.74
E02004048,755.15
E02004049,318.02
E02004050,111.42
E02004051,1759.91
E02004052,2851.65
E02004053,384.16
E02004054,2397.96
E02004055,1132.74
E02004056,1547.51
E02004057,237.00
E02004058,535.03
E02004059,1028.56
E02004060,478.89
E02004061,2631.03
E02004062,860.53
E02004063,474.32
E02004064,10077.27
E02004065,844.14
E02004066,2977.16
E02004067,779.78
E02004068,1952.31
E02004069,2900.14
E02004070,2272.67
E02004071,1695.17
E02004072,3227.20
E02004073,3322.43
E02004074,1419.85
E02004075,3233.86
E02004076,1422.65
E02004077,2872.53
E02004078,581.01
E02004080,4675.50
E02004081,1868.15
E02004082,1005.24
E02004083,1063.02
E02004084,563.77
E02004085,2237.39
E02004086,1031.04
E02004087,661.29
E02004088,1019.60
E02004089,2795.35
E02004090,1200.19
E02004091,2169.10
E02004092,945.27
E02004093,231.85
E02004094,513.28
E02004095,2234.06
E02004096,721.10
E02004097,849.78
E02004098,585.38
E02004100,1048.42
E02004102,2266.50
E02004103,427.64
E02004104,1618.14
E02004105,471.46
E02004106,446.05
E02004108,1817.81
E02004109,425.88
E02004110,365.42
E02004111,706.64
E02004112,1115.84
E02004113,1001.39
E02004114,1184.33
E02004115,621.57
E02004116,2364.38
E02004117,983.89
E02004118,10418.02
E02004119,8009.77
E02004120,1349.70
E02004121,3245.39
E02004122,1580.74
E02004123,1875.10
E02004124,94.55
E02004125,703.94
E02004126,3100.28
E02004128,1532.77
E02004129,505.63
E02004130,787.82
E02004131,1124.06
E02004132,2592.23
E02004133,927.40
E02004134,11778.64
E02004135,729.48
E02004136,1115.68
E02004137,2643.15
E02004138,1348.86
E02004139,447.77
E02004140,1116.01
E02004141,1844.92
E02004142,5475.92
E02004143,107.92
E02004144,203.08
E02004145,1241.44
E02004146,1324.33
E02004147,1538.68
E02004148,1590.47
E02004149,1216.16
E02004150,81.15
E02004151,1534.96
E02004152,781.77
E02004153,130.43
E02004154,773.93
E02004155,207.35
E02004156,4381.43
E02004157,1539.91
E02004158,891.76
E02004159,14150.79
E02004160,192.15
E02004161,2551.40
E02004162,5308.26
E02004163,975.85
E02004164,581.58
E02004165,1157.09
E02004166,522.33
E02004167,1564.36
E02004168,1556.44
E02004169,1454.29
E02004170,2518.79
E02004171,1732.30
E02004172,373.56
E02004173,404.48
E02004174,1643.04
E02004175,1420.95
E02004176,2452.86
E02004177,773.60
E02004178,5042.48
E02004179,2918.21
E02004180,897.22
E02004181,535.95
E02004182,1706.36
E02004183,3126.43
E02004184,1508.20
E02004185,615.57
E02004186,1365.95
E02004187,686.99
E02004188,329.43
E02004189,3839.05
E02004190,2498.02
E02004191,2836.56
E02004192,20448.30
E02004193,693.77
E02004194,1578.49
E02004195,2013.62
E02004196,3946.70
E02004197,780.50
E02004198,1468.05
E02004199,1652.55
E02004200,9630.23
E02004201,697.85
E02004202,3836.53
E02004203,2086.58
E02004204,861.88
E02004205,1923.18
E02004206,663.24
E02004207,3319.38
E02004208,109.89
E02004209,1950.37
E02004210,1623.83
E02004211,1180.34
E02004212,298.92
E02004213,2126.26
E02004214,2050.42
E02004215,1443.75
E02004216,0.00
E02004217,1894.45
E02004218,880.98
E02004219,402.07
E02004220,1003.99
E02004221,637.25
E02004222,1590.65
E02004223,1131.12
E02004224,2408.09
E02004225,718.90
E02004226,482.56
E02004227,1034.65
E02004228,349.69
E02004229,494.97
E02004230,1524.02
E02004231,2052.58
E02004232,2020.96
E02004233,915.24
E02004234,1120.84
E02004235,837.53
E02004236,3910.33
E02004237,95.81
E02004238,1489.34
E02004239,3269.09
E02004240,2286.00
E02004241,2759.17
E02004242,1699.15
E02004243,531.67
E02004244,452.91
E02004245,381.30
E02004246,1899.01
E02004247,1241.02
E02004248,419.97
E02004249,524.43
E02004250,1634.40
E02004251,903.98
E02004252,2486.95
E02004253,1546.16
E02004254,661.95
E02004255,1702.98
E02004256,1193.15
E02004257,946.56
E02004258,1312.41
E02004259,1643.16
E02004260,15459.76
E02004261,1606.42
E02004262,363.34
E02004263,380.90
E02004264,658.86
E02004265,1336.87
E02004266,7129.88
E02004267,5046.70
E02004268,1620.73
E02004269,1228.59
E02004270,1100.83
E02004271,812.92
E02004272,1555.58
E02004273,3438.05
E02004274,330.37
E02004275,1383.19
E02004276,2500.27
E02004277,4373.91
E02004278,1625.96
E02004279,931.70
E02004280,2974.45
E02004281,367.72
E02004282,2815.61
E02004283,3690.89
E02004284,2994.28
E02004285,1022.64
E02004286,0.00
E02004287,59.17
E02004288,2187.77
E02004289,2071.39
E02004290,3096.79
E02004291,256.14
E02004292,2683.50
E02004293,2259.43
E02004294,2272.82
E02004295,894.35
E02004296,845.80
E02004297,918.43
E02004298,691.97
E02004299,2974.56
E02004300,645.39
E02004301,605.56
E02004302,884.34
E02004303,2301.27
E02004304,791.85
E02004305,1436.75
E02004306,601.44
E02004307,829.42
E02004308,3740.47
E02004309,1896.34
E02004310,1471.35
E02004311,490.62
E02004312,3441.86
E02004313,3652.26
E02004314,5429.80
E02004315,6972.40
E02004316,243.86
E02004317,535.09
E02004318,1147.17
E02004319,284.61
E02004320,1066.33
E02004321,2202.77
E02004322,199.18
E02004323,1749.94
E02004324,644.99
E02004325,398.15
E02004326,3714.12
E02004327,284.22
E02004328,888.26
E02004329,1942.14
E02004330,525.58
E02004331,197.07
E02004332,63.80
E02004333,694.88
E02004334,605.09
E02004335,2020.45
E02004336,165.96
E02004337,839.41
E02004338,307.15
E02004339,3472.01
E02004340,1020.65
E02004341,235.56
E02004342,507.41
E02004343,654.82
E02004344,1895.92
E02004345,1743.88
E02004346,1227.77
E02004347,2607.09
E02004348,1691.06
E02004349,245.32
E02004350,1168.52
E02004351,449.00
E02004352,1954.59
E02004353,1024.01
E02004354,2148.06
E02004355,1383.24
E02004356,542.30
E02004357,0.00
E02004358,476.24
E02004359,2819.62
E02004361,187.76
E02004362,720.23
E02004363,1348.66
E02004364,103.10
E02004365,897.05
E02004366,957.58
E02004367,479.32
E02004368,1066.23
E02004369,382.05
E02004370,572.11
E02004371,31.32
E02004372,0.00
E02004373,532.22
E02004374,658.29
E02004375,358.54
E02004376,1316.68
E02004377,1359.94
E02004378,240.43
E02004379,1790.79
E02004380,3727.35
E02004381,2782.60
E02004382,1663.43
E02004383,1823.27
E02004384,398.26
E02004385,596.54
E02004386,1897.61
E02004387,239.05
E02004388,101.44
E02004389,148.58
E02004390,125.43
E02004391,651.10
E02004392,1876.24
E02004393,1705.06
E02004394,1086.30
E02004395,3312.95
E02004396,405.00
E02004397,2046.47
E02004398,834.35
E02004399,806.72
E02004400,1953.99
E02004401,477.15
E02004402,1189.90
E02004403,1487.98
E02004404,1698.79
E02004405,536.12
E02004406,1503.49
E02004407,1540.01
E02004408,827.89
E02004409,4810.02
E02004410,1035.90
E02004411,2337.37
E02004412,1127.92
E02004413,584.66
E02004414,620.96
E02004415,2186.82
E02004416,753.51
E02004417,1317.12
E02004418,398.61
E02004419,148.84
E02004420,4518.64
E02004421,824.87
E02004422,774.96
E02004423,58.07
E02004424,74.88
E02004425,705.56
E02004426,704.51
E02004427,797.65
E02004428,791.32
E02004429,251.37
E02004430,298.07
E02004431,447.96
E02004432,1692.57
E02004433,1469.42
E02004434,1288.39
E02004435,2313.90
E02004436,245.12
E02004437,4007.54
E02004438,7868.68
E02004439,715.09
E02004440,987.42
E02004441,991.00
E02004442,94.78
E02004443,3598.31
E02004444,722.31
E02004445,947.24
E02004446,553.54
E02004447,4921.10
E02004448,195.51
E02004449,590.09
E02004450,597.42
E02004451,150.82
E02004452,368.55
E02004453,1223.08
E02004454,1918.82
E02004455,909.48
E02004456,2609.70
E02004457,916.44
E02004458,269.14
E02004459,696.36
E02004460,413.40
E02004461,278.57
E02004462,3157.18
E02004463,946.38
E02004464,2940.63
E02004465,1339.84
E02004466,42.17
E02004467,243.12
E02004468,1660.28
E02004469,2418.62
E02004470,3345.39
E02004471,3070.07
E02004472,548.87
E02004473,152.67
E02004474,2366.69
E02004475,42.41
E02004476,48.68
E02004477,23.17
E02004478,2339.61
E02004479,817.08
E02004480,163.77
E02004481,80.40
E02004482,940.16
E02004483,691.90
E02004484,455.63
E02004485,2536.75
E02004486,2473.12
E02004487,833.31
E02004488,1073.84
E02004489,5165.67
E02004490,410.72
E02004491,1021.57
E02004492,2980.30
E02004493,2691.05
E02004494,9717.14
E02004495,2629.00
E02004496,1270.65
E02004497,2711.98
E02004498,731.20
E02004499,415.60
E02004500,1065.20
E02004501,1324.91
E02004502,2284.30
E02004503,2298.79
E02004504,829.41
E02004505,1359.31
E02004506,1292.44
E02004507,2273.95
E02004508,226.27
E02004509,7190.08
E02004512,7490.05
E02004513,1461.53
E02004514,541.15
E02004515,1935.02
E02004516,1172.20
E02004517,5907.58
E02004518,415.70
E02004519,78.17
E02004520,341.02
E02004521,341.08
E02004522,2409.95
E02004523,348.23
E02004524,1452.94
E02004525,923.88
E02004526,1228.88
E02004527,4042.87
E02004528,791.18
E02004529,1169.42
E02004530,608.52
E02004531,2516.58
E02004532,957.32
E02004533,244.87
E02004534,1297.69
E02004535,3712.43
E02004536,1261.88
E02004537,3370.68
E02004538,1318.80
E02004539,344.43
E02004540,5929.79
E02004541,4957.62
E02004542,3768.80
E02004543,445.68
E02004544,1424.92
E02004545,4606.83
E02004546,3683.96
E02004547,5225.24
E02004548,1156.92
E02004549,278.25
E02004550,10004082.65
E02004551,413.30
E02004552,51.31
E02004553,640.04
E02004554,667.33
E02004555,139.48
E02004556,2163.96
E02004557,972.25
E02004558,3801.06
E02004559,899.69
E02004560,1320.63
E02004561,596.33
E02004562,1081.04
E02004563,695.48
E02004564,362.13
E02004565,1919.43
E02004566,1443.91
E02004567,487.39
